policy_id,sponsor_age,sponsor_sex,sponsor_relationship,student_age,student_sex,income_band,scholarship_flag,tuition_per_sem,expected_years,risk_score,risk_tier,premium_per_sem,maturity_benefit
1872,40,F,parent,20,M,low,0,1526971.0,3,2.0,STANDARD,180000.0,500000
1873,67,M,parent,18,F,low,0,1881185.0,4,6.0,HIGH_RISK,324000.0,500000
1874,68,M,other_relative,23,F,medium,1,2613077.0,4,3.0,SUBSTANDARD,255392.30999999997,500000
1875,52,M,other,20,M,low,0,2038023.0,3,4.5,SUBSTANDARD,251999.99999999997,500000
1876,55,F,parent,21,M,low,1,1342599.0,3,2.5,STANDARD,180000.0,500000
1877,53,M,parent,22,M,medium,0,2933416.0,5,2.5,STANDARD,193002.48,500000
1878,53,F,other_relative,24,M,medium,1,2585558.0,3,0.0,PREFERRED,137566.74,500000
1879,40,F,other_relative,24,F,medium,0,1634718.0,5,2.0,STANDARD,180000.0,500000
1880,63,M,parent,24,M,high,0,2405650.0,4,1.5,STANDARD,180000.0,500000
1881,69,F,parent,23,F,low,0,1862772.0,5,7.0,HIGH_RISK,324000.0,500000
1882,46,M,parent,18,F,low,0,2322400.0,3,3.0,SUBSTANDARD,251999.99999999997,500000
1883,59,M,parent,20,F,low,0,3405377.0,4,4.5,SUBSTANDARD,279161.30999999994,500000
1884,46,M,parent,24,F,low,0,2335907.0,4,3.5,SUBSTANDARD,251999.99999999997,0
1885,38,M,grandparent,20,F,medium,0,2885665.0,3,1.0,PREFERRED,146569.95,500000
1886,32,M,other_relative,23,M,medium,1,1947666.0,3,0.0,PREFERRED,135000.0,500000
1887,69,M,grandparent,19,M,low,0,1773516.0,4,7.0,HIGH_RISK,324000.0,500000
1888,40,F,parent,22,F,low,1,2233076.0,4,1.0,PREFERRED,135000.0,500000
1889,45,M,parent,20,F,high,1,2415897.0,4,0.0,PREFERRED,135000.0,500000
1890,48,M,other_relative,18,M,medium,0,1320174.0,4,2.0,STANDARD,180000.0,500000
1891,50,M,other_relative,23,F,medium,0,2341206.0,4,2.0,STANDARD,180000.0,500000
1892,31,F,parent,19,F,medium,1,2447159.0,5,0.0,PREFERRED,135000.0,500000
1893,54,M,parent,22,M,medium,1,2265950.0,4,0.0,PREFERRED,135000.0,500000
1894,47,F,parent,25,F,low,0,2830678.0,3,3.0,SUBSTANDARD,261920.33999999997,0
1895,41,M,parent,19,M,low,1,2774404.0,3,0.5,PREFERRED,143232.12,500000
1896,49,F,parent,20,F,high,0,1829318.0,4,0.5,PREFERRED,135000.0,500000
1897,39,F,parent,18,F,medium,0,1674563.0,5,1.5,STANDARD,180000.0,500000
1898,61,M,other_relative,23,M,low,1,3228101.0,5,4.5,SUBSTANDARD,273843.02999999997,500000
1899,30,M,parent,23,M,high,0,1431629.0,3,0.0,PREFERRED,135000.0,500000
1900,32,F,parent,21,M,medium,1,2935938.0,4,0.0,PREFERRED,148078.14,500000
1901,49,F,parent,25,M,low,1,2501924.0,5,3.0,SUBSTANDARD,252057.71999999997,500000
1902,48,M,parent,22,M,medium,0,2642978.0,4,1.5,STANDARD,184289.34,500000
1903,61,M,grandparent,20,M,medium,0,2358270.0,4,3.5,SUBSTANDARD,251999.99999999997,500000
1904,31,F,parent,23,F,medium,0,1679313.0,5,1.0,PREFERRED,135000.0,500000
1905,46,F,other_relative,22,M,medium,0,1605379.0,3,1.5,STANDARD,180000.0,500000
1906,41,M,other_relative,21,F,low,1,3151948.0,5,2.5,STANDARD,199558.44,0
1907,33,F,parent,18,F,low,0,3428896.0,5,3.0,SUBSTANDARD,279866.87999999995,500000
1908,35,M,parent,21,F,low,1,3385359.0,4,1.0,PREFERRED,161560.77,500000
1909,70,M,other_relative,25,M,high,1,1920908.0,3,1.5,STANDARD,180000.0,500000
1910,40,M,parent,18,F,low,0,2540454.0,3,2.0,STANDARD,181213.62,500000
1911,44,M,other,25,F,low,1,1396960.0,4,2.5,STANDARD,180000.0,500000
1912,46,F,parent,18,F,high,0,2264503.0,3,0.0,PREFERRED,135000.0,500000
1913,52,M,parent,20,M,low,1,1422287.0,4,2.0,STANDARD,180000.0,500000
1914,45,M,parent,20,F,low,0,2339988.0,5,4.5,SUBSTANDARD,251999.99999999997,500000
1915,62,F,parent,24,F,medium,0,1377034.0,4,2.5,STANDARD,180000.0,500000
1916,63,M,parent,20,F,medium,0,3139679.0,3,2.0,STANDARD,199190.37,500000
1917,66,F,other_relative,18,F,medium,1,1799685.0,4,3.0,SUBSTANDARD,251999.99999999997,500000
1918,45,F,parent,23,M,high,1,1836928.0,4,0.0,PREFERRED,135000.0,500000
1919,38,F,parent,25,M,medium,1,3115623.0,5,0.0,PREFERRED,153468.69,500000
1920,30,F,parent,24,M,low,1,2355980.0,3,0.0,PREFERRED,135000.0,500000
1921,39,F,parent,22,F,high,1,3011047.0,4,0.0,PREFERRED,150331.41,500000
1922,47,M,parent,23,M,medium,0,2947684.0,5,2.5,STANDARD,193430.52,500000
1923,48,F,parent,20,F,low,0,1465419.0,5,4.5,SUBSTANDARD,251999.99999999997,0
1924,44,M,parent,25,F,high,1,3271462.0,5,0.0,PREFERRED,158143.86,500000
1925,48,M,other,19,F,low,0,2505696.0,4,5.0,HIGH_RISK,324170.88,500000
1926,37,F,parent,21,F,high,0,2793402.0,3,0.0,PREFERRED,143802.06,500000
1927,65,F,grandparent,22,M,low,0,1670104.0,5,8.0,HIGH_RISK,324000.0,500000
1928,40,M,parent,21,F,low,1,1255427.0,4,1.0,PREFERRED,135000.0,500000
1929,63,F,parent,18,F,low,0,1778514.0,3,4.0,SUBSTANDARD,251999.99999999997,500000
1930,52,F,parent,19,F,medium,1,2086024.0,5,1.0,PREFERRED,135000.0,0
1931,56,F,parent,23,F,medium,0,2167004.0,4,2.5,STANDARD,180000.0,500000
1932,53,F,parent,21,F,medium,0,2870741.0,4,1.5,STANDARD,191122.23,500000
1933,34,F,parent,21,M,low,1,2934763.0,3,0.0,PREFERRED,148042.89,500000
1934,61,F,grandparent,18,F,low,0,1493176.0,4,5.5,HIGH_RISK,324000.0,500000
1935,64,M,grandparent,23,M,medium,0,3066243.0,5,4.5,SUBSTANDARD,268987.29,500000
1936,53,M,parent,19,M,low,1,2106565.0,4,2.0,STANDARD,180000.0,500000
1937,62,M,other,18,M,medium,0,2909886.0,4,4.0,SUBSTANDARD,264296.57999999996,500000
1938,42,F,parent,18,F,medium,1,2843561.0,4,0.0,PREFERRED,145306.83,0
1939,69,M,parent,20,M,medium,0,3193887.0,3,3.5,SUBSTANDARD,272816.61,500000
1940,60,M,parent,24,M,low,0,3184178.0,3,4.0,SUBSTANDARD,272525.33999999997,500000
1941,64,F,parent,19,F,low,0,2178266.0,3,4.0,SUBSTANDARD,251999.99999999997,500000
1942,55,M,parent,22,F,low,0,3269225.0,3,4.0,SUBSTANDARD,275076.75,500000
1943,45,F,other,21,F,high,1,2839420.0,4,0.5,PREFERRED,145182.6,500000
1944,54,F,parent,25,F,low,1,1675072.0,4,2.0,STANDARD,180000.0,500000
1945,43,M,other,19,M,high,1,1979634.0,4,0.0,PREFERRED,135000.0,0
1946,39,M,parent,22,F,high,1,1265488.0,4,0.0,PREFERRED,135000.0,500000
1947,30,F,parent,19,M,low,1,3489049.0,4,0.5,PREFERRED,164671.47,500000
1948,40,M,parent,21,M,low,0,2159740.0,5,3.5,SUBSTANDARD,251999.99999999997,0
1949,35,M,parent,24,M,low,1,1913841.0,3,0.5,PREFERRED,135000.0,500000
1950,57,F,parent,21,M,low,1,3330393.0,4,3.0,SUBSTANDARD,276911.79,500000
1951,52,M,parent,22,F,medium,0,2567283.0,4,1.5,STANDARD,182018.49,500000
1952,55,M,parent,18,M,medium,0,3218908.0,4,2.5,STANDARD,201567.24,500000
1953,48,M,parent,18,M,low,1,3097479.0,4,2.0,STANDARD,197924.37,500000
1954,44,M,other_relative,22,M,low,1,3431674.0,4,1.5,STANDARD,207950.22,500000
1955,41,M,parent,21,M,medium,1,2666856.0,4,0.0,PREFERRED,140005.68,500000
1956,46,M,parent,21,F,medium,0,2009817.0,4,1.5,STANDARD,180000.0,500000
1957,59,M,parent,23,F,medium,0,2474790.0,4,2.5,STANDARD,180000.0,500000
1958,67,F,grandparent,21,F,low,0,2113702.0,5,8.0,HIGH_RISK,324000.0,500000
1959,68,F,parent,24,F,low,0,2526290.0,3,5.5,HIGH_RISK,324788.7,500000
1960,48,F,parent,21,F,medium,1,1365262.0,4,0.0,PREFERRED,135000.0,500000
1961,65,M,parent,25,F,low,1,1589894.0,4,4.5,SUBSTANDARD,251999.99999999997,500000
1962,66,M,grandparent,25,F,low,1,2198892.0,4,5.5,HIGH_RISK,324000.0,500000
1963,47,F,other_relative,18,M,medium,0,2192752.0,5,3.0,SUBSTANDARD,251999.99999999997,500000
1964,51,F,parent,22,F,medium,0,2086410.0,3,1.0,PREFERRED,135000.0,0
1965,45,F,other,18,M,high,0,3035268.0,4,2.0,STANDARD,196058.04,500000
1966,68,F,other_relative,21,F,high,1,2073558.0,5,3.0,SUBSTANDARD,251999.99999999997,500000
1967,45,M,parent,21,M,low,0,2398967.0,4,3.5,SUBSTANDARD,251999.99999999997,500000
1968,69,F,grandparent,20,F,low,0,3326211.0,4,7.0,HIGH_RISK,348786.33,500000
1969,59,M,parent,22,M,high,1,1878159.0,4,0.0,PREFERRED,135000.0,500000
1970,63,F,other_relative,23,F,low,1,2731047.0,4,3.5,SUBSTANDARD,258931.40999999997,0
1971,56,F,other,21,M,medium,0,2182645.0,5,5.0,HIGH_RISK,324000.0,500000
1972,68,F,parent,20,M,medium,1,2798371.0,4,2.5,STANDARD,188951.13,500000
1973,59,F,parent,18,F,low,0,2884554.0,4,4.5,SUBSTANDARD,263536.62,0
1974,62,M,grandparent,23,F,low,1,2068999.0,3,3.5,SUBSTANDARD,251999.99999999997,500000
1975,30,F,parent,21,F,low,0,3030424.0,3,1.5,STANDARD,195912.72,0
1976,35,M,parent,25,F,high,1,3426678.0,3,0.0,PREFERRED,162800.34,500000
1977,38,F,parent,18,F,medium,0,2593748.0,4,0.5,PREFERRED,137812.44,500000
1978,57,F,parent,24,F,medium,0,3389757.0,4,2.5,STANDARD,206692.71,0
1979,45,F,grandparent,21,M,high,0,2095665.0,4,1.5,STANDARD,180000.0,500000
1980,44,M,parent,25,M,medium,1,3171438.0,5,0.0,PREFERRED,155143.14,0
1981,61,M,parent,25,F,low,0,2361875.0,4,4.5,SUBSTANDARD,251999.99999999997,500000
1982,70,F,parent,20,M,medium,0,3121573.0,3,3.5,SUBSTANDARD,270647.18999999994,500000
1983,45,M,parent,21,M,medium,0,2659559.0,4,1.5,STANDARD,184786.77,500000
1984,49,F,parent,23,M,medium,0,2401147.0,3,1.0,PREFERRED,135000.0,500000
1985,65,M,grandparent,21,F,low,1,2918729.0,3,5.0,HIGH_RISK,336561.87,500000
1986,55,M,parent,18,M,medium,0,3274186.0,3,2.0,STANDARD,203225.58,0
1987,70,F,parent,24,F,low,0,3057205.0,3,5.5,HIGH_RISK,340716.15,500000
1988,68,M,grandparent,25,M,high,0,2201446.0,3,3.5,SUBSTANDARD,251999.99999999997,500000
1989,43,M,parent,23,M,medium,1,1937861.0,4,0.0,PREFERRED,135000.0,500000
1990,63,M,other_relative,24,M,high,0,1753678.0,4,2.0,STANDARD,180000.0,500000
1991,42,M,parent,25,F,low,0,2995127.0,5,3.5,SUBSTANDARD,266853.81,500000
1992,63,F,parent,24,F,medium,1,2040163.0,3,0.5,PREFERRED,135000.0,500000
1993,53,F,parent,24,M,high,1,1598326.0,4,0.0,PREFERRED,135000.0,500000
1994,41,M,parent,23,M,medium,0,3158011.0,4,0.5,PREFERRED,154740.33,500000
1995,62,F,parent,25,M,low,1,2317186.0,4,3.0,SUBSTANDARD,251999.99999999997,0
1996,55,M,grandparent,23,M,medium,0,2357053.0,5,4.5,SUBSTANDARD,251999.99999999997,500000
1997,47,F,parent,20,M,high,1,2418500.0,4,0.0,PREFERRED,135000.0,500000
1998,46,M,parent,22,F,medium,1,2321568.0,4,0.0,PREFERRED,135000.0,500000
1999,54,M,parent,19,M,medium,1,2422524.0,3,0.0,PREFERRED,135000.0,500000
2000,47,M,other_relative,24,M,medium,1,2721072.0,4,0.5,PREFERRED,141632.16,500000
2001,42,F,parent,25,F,low,0,2490563.0,3,2.0,STANDARD,180000.0,500000
2002,44,M,parent,19,F,low,0,2056334.0,4,2.5,STANDARD,180000.0,500000
2003,54,F,parent,18,M,high,0,1701241.0,4,0.5,PREFERRED,135000.0,0
2004,52,F,parent,21,F,low,0,1884318.0,4,3.5,SUBSTANDARD,251999.99999999997,500000
2005,45,M,parent,18,F,high,0,2499393.0,3,0.0,PREFERRED,135000.0,500000
2006,45,M,parent,24,F,low,0,1805407.0,4,3.5,SUBSTANDARD,251999.99999999997,500000
2007,58,M,parent,18,M,low,1,1940535.0,3,2.5,STANDARD,180000.0,500000
2008,41,M,parent,24,M,medium,0,2503251.0,3,0.0,PREFERRED,135097.53,500000
2009,58,M,parent,21,M,medium,0,1515063.0,4,2.5,STANDARD,180000.0,0
2010,39,F,grandparent,19,M,high,1,1323667.0,3,0.0,PREFERRED,135000.0,500000
2011,68,M,parent,20,F,medium,0,3404540.0,4,4.0,SUBSTANDARD,279136.19999999995,500000
2012,62,M,other,25,F,medium,0,2861665.0,5,5.0,HIGH_RISK,334849.95,500000
2013,70,M,other_relative,18,M,low,0,3368013.0,5,7.5,HIGH_RISK,350040.39,500000
2014,44,F,parent,19,F,medium,1,3377565.0,4,0.0,PREFERRED,161326.95,500000
2015,62,F,grandparent,19,F,low,0,2556342.0,4,5.5,HIGH_RISK,325690.26,0
2016,34,M,parent,20,M,low,0,3111895.0,4,2.0,STANDARD,198356.85,500000
2017,59,M,parent,20,M,medium,0,1421180.0,5,3.5,SUBSTANDARD,251999.99999999997,500000
2018,39,M,parent,22,M,medium,0,2003755.0,4,0.5,PREFERRED,135000.0,500000
2019,42,M,parent,18,M,medium,1,2148383.0,4,0.0,PREFERRED,135000.0,500000
2020,47,M,parent,22,F,low,1,2426529.0,5,3.0,SUBSTANDARD,251999.99999999997,0
2021,65,F,parent,20,M,low,0,1969492.0,3,5.5,HIGH_RISK,324000.0,500000
2022,56,M,other_relative,18,M,low,1,1463563.0,3,3.0,SUBSTANDARD,251999.99999999997,500000
2023,59,F,parent,19,M,low,1,2458155.0,4,3.0,SUBSTANDARD,251999.99999999997,500000
2024,41,F,other_relative,21,F,medium,1,2653920.0,4,0.0,PREFERRED,139617.6,500000
2025,65,M,other_relative,23,M,high,1,2615478.0,4,2.0,STANDARD,183464.34,500000
2026,38,M,parent,23,M,medium,1,1930166.0,5,0.0,PREFERRED,135000.0,500000
2027,38,F,parent,23,F,high,1,3002014.0,4,0.0,PREFERRED,150060.42,500000
2028,57,M,parent,23,M,high,1,1754279.0,3,0.0,PREFERRED,135000.0,0
2029,43,M,parent,19,F,low,0,3190810.0,3,2.0,STANDARD,200724.3,500000
2030,65,M,grandparent,19,M,medium,1,1625748.0,5,4.5,SUBSTANDARD,251999.99999999997,500000
2031,69,M,grandparent,20,F,low,0,1315817.0,5,8.0,HIGH_RISK,324000.0,0
2032,67,F,grandparent,25,F,low,1,2434122.0,4,5.5,HIGH_RISK,324000.0,500000
2033,61,M,parent,19,M,high,0,2162153.0,4,1.5,STANDARD,180000.0,500000
2034,43,F,parent,18,M,medium,0,1584678.0,4,0.5,PREFERRED,135000.0,500000
2035,70,M,parent,19,F,medium,0,2273059.0,4,4.0,SUBSTANDARD,251999.99999999997,500000
2036,32,M,grandparent,25,F,high,0,2858754.0,5,1.0,PREFERRED,145762.62,500000
2037,49,F,parent,18,M,high,1,3150205.0,4,0.0,PREFERRED,154506.15,500000
2038,45,F,parent,19,F,medium,0,2768727.0,3,1.0,PREFERRED,143061.81,500000
2039,47,M,parent,22,F,medium,0,1880833.0,3,1.0,PREFERRED,135000.0,500000
2040,41,M,parent,23,F,low,1,2257483.0,4,1.0,PREFERRED,135000.0,500000
2041,67,F,grandparent,18,M,medium,0,1814266.0,4,5.0,HIGH_RISK,324000.0,500000
2042,38,F,parent,20,M,medium,1,3044116.0,3,0.0,PREFERRED,151323.48,500000
2043,51,M,parent,21,F,low,0,3204448.0,5,4.5,SUBSTANDARD,273133.43999999994,500000
2044,48,F,other_relative,21,M,low,1,1426015.0,4,2.5,STANDARD,180000.0,0
2045,56,F,parent,25,M,low,0,3024355.0,5,5.5,HIGH_RISK,339730.65,0
2046,51,F,other,22,F,medium,1,1231544.0,4,1.5,STANDARD,180000.0,500000
2047,47,M,parent,24,F,medium,1,1331057.0,4,0.0,PREFERRED,135000.0,500000
2048,65,F,grandparent,25,F,low,0,3171552.0,4,7.0,HIGH_RISK,344146.56,500000
2049,66,F,grandparent,23,F,high,0,1211969.0,4,4.0,SUBSTANDARD,251999.99999999997,500000
2050,70,M,other,20,M,medium,1,2642358.0,3,3.5,SUBSTANDARD,256270.73999999996,500000
2051,60,F,other_relative,25,F,high,1,2962861.0,5,1.5,STANDARD,193885.83,0
2052,32,M,parent,20,F,low,1,2688152.0,3,0.0,PREFERRED,140644.56,500000
2053,56,M,grandparent,23,M,medium,0,2684324.0,3,3.0,SUBSTANDARD,257529.71999999997,500000
2054,59,M,parent,22,M,high,1,1544866.0,3,0.0,PREFERRED,135000.0,0
2055,58,M,parent,20,F,medium,0,2090765.0,4,2.5,STANDARD,180000.0,0
2056,42,F,parent,19,F,high,1,1557377.0,4,0.0,PREFERRED,135000.0,500000
2057,56,M,parent,21,M,low,0,2179441.0,4,4.5,SUBSTANDARD,251999.99999999997,0
2058,65,M,grandparent,19,M,high,0,3493907.0,4,4.0,SUBSTANDARD,281817.20999999996,500000
2059,42,M,parent,24,F,high,1,3081602.0,3,0.0,PREFERRED,152448.06,500000
2060,66,M,other_relative,23,M,low,0,2054745.0,4,6.5,HIGH_RISK,324000.0,500000
2061,30,M,grandparent,21,F,high,1,1395316.0,4,0.0,PREFERRED,135000.0,500000
2062,68,M,parent,19,M,medium,0,1927016.0,4,4.0,SUBSTANDARD,251999.99999999997,500000
2063,37,F,parent,18,F,low,1,3256046.0,4,1.0,PREFERRED,157681.38,0
2064,42,F,parent,23,F,medium,1,2985814.0,3,0.0,PREFERRED,149574.42,500000
2065,46,M,parent,25,M,medium,0,2528443.0,4,1.5,STANDARD,180853.29,500000
2066,45,F,parent,19,F,medium,0,1624726.0,5,2.5,STANDARD,180000.0,500000
2067,48,M,parent,23,M,medium,0,1519602.0,4,1.5,STANDARD,180000.0,500000
2068,57,M,other,20,M,medium,0,3334283.0,4,4.0,SUBSTANDARD,277028.49,500000
2069,59,F,grandparent,23,F,medium,1,1357484.0,5,3.0,SUBSTANDARD,251999.99999999997,500000
2070,51,F,parent,23,F,medium,0,1487733.0,4,1.5,STANDARD,180000.0,0
2071,34,M,parent,20,M,medium,1,3421972.0,3,0.0,PREFERRED,162659.16,500000
2072,40,F,other,23,F,medium,1,3364506.0,4,0.5,PREFERRED,160935.18,500000
2073,61,M,other_relative,18,M,medium,1,1576032.0,3,1.0,PREFERRED,135000.0,500000
2074,43,F,parent,24,F,medium,1,2983211.0,4,0.0,PREFERRED,149496.33,500000
2075,51,M,other,23,F,low,1,1844671.0,5,4.5,SUBSTANDARD,251999.99999999997,500000
2076,30,F,parent,25,M,medium,0,3058602.0,4,0.0,PREFERRED,151758.06,500000
2077,61,F,grandparent,23,M,low,0,2175790.0,5,6.5,HIGH_RISK,324000.0,0
2078,67,M,grandparent,25,M,medium,1,1617302.0,4,3.5,SUBSTANDARD,251999.99999999997,500000
2079,47,M,parent,18,M,low,1,1888500.0,3,1.5,STANDARD,180000.0,500000
2080,44,M,parent,19,F,medium,1,1335257.0,4,0.0,PREFERRED,135000.0,500000
2081,55,M,grandparent,23,F,low,0,1914795.0,5,6.5,HIGH_RISK,324000.0,500000
2082,58,F,other,22,M,low,1,3094989.0,4,4.5,SUBSTANDARD,269849.67,500000
2083,47,M,parent,25,F,medium,1,2226858.0,3,0.0,PREFERRED,135000.0,500000
2084,37,M,parent,22,M,low,1,3242754.0,4,1.0,PREFERRED,157282.62,500000
2085,33,M,other_relative,24,M,medium,1,2254654.0,5,0.0,PREFERRED,135000.0,500000
2086,46,M,other_relative,21,F,medium,1,2496007.0,3,0.0,PREFERRED,135000.0,500000
2087,40,M,parent,24,M,medium,1,2400128.0,4,0.0,PREFERRED,135000.0,500000
2088,55,F,parent,22,M,high,0,2741188.0,5,2.5,STANDARD,187235.64,500000
2089,52,M,parent,24,M,medium,0,3455222.0,4,1.5,STANDARD,208656.66,500000
2090,64,M,grandparent,19,M,low,1,2230288.0,4,4.0,SUBSTANDARD,251999.99999999997,500000
2091,60,M,parent,21,M,low,0,3235338.0,4,4.5,SUBSTANDARD,274060.13999999996,500000
2092,38,F,parent,25,F,low,1,1698623.0,4,1.0,PREFERRED,135000.0,500000
2093,51,F,parent,18,M,low,1,1389977.0,4,2.0,STANDARD,180000.0,0
2094,40,M,parent,23,M,high,1,3096106.0,5,0.0,PREFERRED,152883.18,500000
2095,68,F,grandparent,24,F,low,1,3152366.0,3,5.0,HIGH_RISK,343570.98,0
2096,38,M,parent,19,F,high,0,1680188.0,3,0.0,PREFERRED,135000.0,500000
2097,66,M,other_relative,24,M,medium,0,2456886.0,4,4.5,SUBSTANDARD,251999.99999999997,500000
2098,47,F,parent,21,M,high,1,1851068.0,5,0.0,PREFERRED,135000.0,500000
2099,33,F,grandparent,18,F,low,1,2861126.0,3,1.0,PREFERRED,145833.78,500000
2100,40,M,parent,20,F,medium,1,2675081.0,4,0.0,PREFERRED,140252.43,500000
2101,53,F,grandparent,24,F,low,0,2589407.0,4,4.5,SUBSTANDARD,254682.20999999996,0
2102,50,F,other,24,F,low,1,1860906.0,4,3.5,SUBSTANDARD,251999.99999999997,500000
2103,40,F,parent,19,F,medium,0,3317464.0,5,1.5,STANDARD,204523.91999999998,500000
2104,41,M,parent,24,F,high,0,2893006.0,4,0.0,PREFERRED,146790.18,500000
2105,67,M,parent,20,F,low,0,2090039.0,5,7.0,HIGH_RISK,324000.0,500000
2106,57,M,other,19,F,medium,1,3049322.0,5,3.5,SUBSTANDARD,268479.66,500000
2107,56,F,parent,23,M,low,0,2499393.0,3,4.0,SUBSTANDARD,251999.99999999997,500000
2108,50,F,parent,23,M,low,1,2789382.0,3,1.5,STANDARD,188681.46,500000
2109,53,F,parent,18,M,low,1,3038952.0,4,2.0,STANDARD,196168.56,500000
2110,48,M,other,22,F,low,0,1532106.0,3,4.5,SUBSTANDARD,251999.99999999997,500000
2111,51,F,parent,18,F,medium,1,1360751.0,3,0.0,PREFERRED,135000.0,500000
2112,55,M,parent,23,F,high,1,1877513.0,3,0.0,PREFERRED,135000.0,500000
2113,58,F,parent,25,F,medium,0,2678714.0,3,2.0,STANDARD,185361.42,500000
2114,43,F,parent,25,F,high,0,2747281.0,4,0.0,PREFERRED,142418.43,500000
2115,57,M,other_relative,21,F,low,1,2254860.0,4,3.5,SUBSTANDARD,251999.99999999997,500000
2116,44,F,parent,22,F,medium,1,1662095.0,3,0.0,PREFERRED,135000.0,500000
2117,55,M,parent,24,M,low,0,2452177.0,4,4.5,SUBSTANDARD,251999.99999999997,500000
2118,59,F,parent,18,M,medium,1,1469491.0,4,1.0,PREFERRED,135000.0,500000
2119,61,F,grandparent,19,F,high,0,2727192.0,4,2.5,STANDARD,186815.76,500000
2120,57,F,parent,18,F,low,1,3309158.0,4,3.0,SUBSTANDARD,276274.74,500000
2121,50,F,parent,24,M,low,0,1823349.0,3,3.0,SUBSTANDARD,251999.99999999997,500000
2122,46,F,other,18,M,low,1,1706609.0,4,3.5,SUBSTANDARD,251999.99999999997,500000
2123,54,M,parent,20,F,medium,1,1808382.0,3,0.0,PREFERRED,135000.0,500000
2124,38,M,grandparent,23,M,medium,1,2773717.0,4,0.0,PREFERRED,143211.51,500000
2125,42,F,other,23,F,medium,0,2696358.0,3,1.5,STANDARD,185890.74,500000
2126,58,M,parent,20,F,high,0,3391642.0,3,1.0,PREFERRED,161749.26,500000
2127,52,M,parent,24,F,low,1,2883502.0,3,1.5,STANDARD,191505.06,500000
2128,38,M,other_relative,22,M,low,0,3060612.0,4,3.0,SUBSTANDARD,268818.36,500000
2129,32,M,parent,21,F,low,0,1525004.0,3,1.5,STANDARD,180000.0,500000
2130,31,F,other,24,F,medium,1,2312058.0,3,0.0,PREFERRED,135000.0,0
2131,59,F,parent,25,M,high,0,1647586.0,3,1.0,PREFERRED,135000.0,0
2132,42,F,parent,22,M,high,1,1430176.0,4,0.0,PREFERRED,135000.0,500000
2133,62,F,parent,21,F,medium,0,2289670.0,5,3.5,SUBSTANDARD,251999.99999999997,500000
2134,36,F,parent,23,F,low,1,2672428.0,3,0.5,PREFERRED,140172.84,500000
2135,44,F,other_relative,19,M,high,1,2492389.0,4,0.0,PREFERRED,135000.0,500000
2136,30,F,parent,21,F,medium,0,3284169.0,4,0.0,PREFERRED,158525.07,500000
2137,55,F,grandparent,23,M,high,1,2848194.0,4,1.0,PREFERRED,145445.82,500000
2138,61,M,parent,23,M,high,0,3179161.0,4,1.5,STANDARD,200374.83,500000
2139,57,F,other_relative,23,M,medium,0,1812804.0,3,2.5,STANDARD,180000.0,500000
2140,58,F,parent,20,M,medium,1,1488728.0,3,0.5,PREFERRED,135000.0,0
2141,54,M,parent,24,M,medium,0,1885349.0,4,1.5,STANDARD,180000.0,500000
2142,43,F,parent,20,F,low,0,3217151.0,5,3.5,SUBSTANDARD,273514.52999999997,0
2143,57,M,parent,20,M,medium,1,1277798.0,3,0.5,PREFERRED,135000.0,500000
2144,31,M,other,25,M,medium,1,2732921.0,4,0.0,PREFERRED,141987.63,500000
2145,42,M,parent,25,F,high,0,2924603.0,3,0.0,PREFERRED,147738.09,500000
2146,35,M,grandparent,20,M,low,1,1787858.0,3,1.5,STANDARD,180000.0,500000
2147,45,F,parent,20,M,medium,0,2806836.0,5,2.5,STANDARD,189205.08,500000
2148,65,F,parent,18,M,low,0,2431337.0,4,6.0,HIGH_RISK,324000.0,500000
2149,50,M,parent,22,F,low,1,1562538.0,4,2.0,STANDARD,180000.0,500000
2150,43,M,parent,25,M,low,1,2888388.0,4,1.0,PREFERRED,146651.64,500000
2151,47,M,parent,25,F,medium,1,1358273.0,3,0.0,PREFERRED,135000.0,500000
2152,54,M,parent,21,F,medium,1,3151444.0,5,1.0,PREFERRED,154543.32,500000
2153,53,M,other_relative,24,F,low,1,2310220.0,5,3.5,SUBSTANDARD,251999.99999999997,500000
2154,53,M,parent,21,M,medium,1,3368401.0,4,0.0,PREFERRED,161052.03,500000
2155,52,F,parent,24,F,medium,0,2720434.0,3,1.0,PREFERRED,141613.02,500000
2156,37,F,parent,20,F,low,1,2097483.0,4,1.0,PREFERRED,135000.0,500000
2157,43,F,other,24,M,high,0,2500641.0,3,0.5,PREFERRED,135019.23,500000
2158,69,M,parent,20,M,low,0,2339145.0,5,7.0,HIGH_RISK,324000.0,0
2159,59,M,grandparent,18,F,high,1,1671037.0,4,1.0,PREFERRED,135000.0,500000
2160,59,M,other_relative,24,M,low,0,1512062.0,4,5.0,HIGH_RISK,324000.0,0
2161,42,M,parent,19,M,low,1,2061679.0,3,0.5,PREFERRED,135000.0,500000
2162,57,M,parent,20,M,low,0,2575992.0,3,4.0,SUBSTANDARD,254279.75999999998,500000
2163,56,F,other_relative,21,M,low,0,3498248.0,4,5.0,HIGH_RISK,353947.44,500000
2164,45,M,parent,18,F,medium,0,2847088.0,5,2.5,STANDARD,190412.64,500000
2165,44,M,parent,20,F,low,1,3250618.0,4,1.0,PREFERRED,157518.54,500000
2166,57,M,parent,21,M,medium,0,1927229.0,4,2.5,STANDARD,180000.0,0
